name,phone,type,character,loan_his,bank,amount,term,address,lat,lon,notes,time_visit,image_path,timestamp
Customer 133,0100132,Beauty Salon,Friendly and Open,Once,ACLEDA,2346.69,6M,"Street 441, Phnom Penh",11.581915835712259,104.88301885418808,Interested,10:00 AM,,2025-05-26 01:23:51
Customer 134,0100133,General Retail,Quiet and Reserved,Once,ACLEDA,4997.43,18M,"Street 4, Phnom Penh",11.561878651223756,104.85994147209725,Repeat visit,12:00 AM,,2025-05-27 01:23:51
Customer 135,0100134,General Retail,Talkative and Engaging,Never,ABA,4244.52,24M,"Street 52, Phnom Penh",11.599793040230795,104.86731456709704,No answer,10:00 AM,,2025-06-01 01:23:51
Customer 136,0100135,General Retail,Hard to Understand,Never,Wing,5080.1,24M,"Street 415, Phnom Penh",11.575537641887276,104.93335291729838,No answer,8:00 AM,,2025-06-09 01:23:51
Customer 137,0100136,Repair Services,Friendly and Open,Many times,ACLEDA,6871.82,24M,"Street 293, Phnom Penh",11.527093402103434,104.86842800421046,Interested,3:00 AM,,2025-06-22 01:23:51
Customer 138,0100137,Electronics & Appliances,Uninterested,Many times,Wing,3376.06,6M,"Street 360, Phnom Penh",11.557379843180378,104.88059061553614,Need follow-up,9:00 AM,,2025-05-25 01:23:51
Customer 139,0100138,Restaurant/Café,Interested but Cautious,Once,Wing,4146.1,6M,"Street 213, Phnom Penh",11.591315927333392,104.93510077648622,No answer,7:00 AM,,2025-06-15 01:23:51
Customer 140,0100139,Tourism/Hospitality,Uninterested,Once,None,6166.41,18M,"Street 333, Phnom Penh",11.524853856163107,104.92169935725731,Interested,4:00 AM,,2025-06-15 01:23:51
Customer 141,0100140,Electronics & Appliances,Uninterested,Many times,None,5520.91,24M,"Street 22, Phnom Penh",11.56652461751623,104.91504272087853,Interested,2:00 AM,,2025-06-06 01:23:51
Customer 142,0100141,Agriculture/Farming,Quiet and Reserved,Once,ACLEDA,9694.92,6M,"Street 427, Phnom Penh",11.550118204016975,104.90926377558223,Interested,1:00 AM,,2025-06-05 01:23:51
Customer 143,0100142,Restaurant/Café,Quiet and Reserved,Never,Wing,595.95,18M,"Street 54, Phnom Penh",11.549340054199924,104.88246500928095,No answer,9:00 AM,,2025-06-03 01:23:51
Customer 144,0100143,Beauty Salon,Quiet and Reserved,Never,ACLEDA,1899.97,18M,"Street 180, Phnom Penh",11.551990901265837,104.86298832744585,Interested,5:00 AM,2025-06-23 01.02.39.jpg,2025-06-16 01:23:51
Customer 145,0100144,Agriculture/Farming,Busy or in a Hurry,Never,Wing,2909.97,6M,"Street 230, Phnom Penh",11.556828666620136,104.86627181839313,No answer,6:00 AM,,2025-06-07 01:23:51
Customer 146,0100145,Beauty Salon,Quiet and Reserved,Never,Wing,7078.09,24M,"Street 159, Phnom Penh",11.526865018871861,104.85478079633684,Need follow-up,9:00 AM,2025-06-23 01.04.08.jpg,2025-06-04 01:23:51
Customer 147,0100146,General Retail,Busy or in a Hurry,Once,Wing,7204.16,18M,"Street 142, Phnom Penh",11.531578323462076,104.89901219382585,No answer,9:00 AM,,2025-06-16 01:23:51
Customer 148,0100147,Repair Services,Interested but Cautious,Once,ABA,2329.45,18M,"Street 127, Phnom Penh",11.566610352856182,104.94291280180144,Interested,1:00 AM,2025-06-23 01.02.34.jpg,2025-05-30 01:23:51
Customer 149,0100148,Tourism/Hospitality,Busy or in a Hurry,Never,None,2896.04,18M,"Street 376, Phnom Penh",11.55536582870779,104.92769654815827,No answer,10:00 AM,,2025-06-20 01:23:51
Customer 150,0100149,Electronics & Appliances,Aggressive or Pushy,Once,ACLEDA,1910.42,18M,"Street 493, Phnom Penh",11.566254612479295,104.91394273451269,No answer,2:00 AM,,2025-06-20 01:23:51
Customer 151,0100150,Agriculture/Farming,Very Welcoming,Many times,ABA,8959.79,24M,"Street 205, Phnom Penh",11.574002972646426,104.85301180235012,Interested,7:00 AM,,2025-06-01 01:23:51
Customer 152,0100151,Agriculture/Farming,Hard to Understand,Many times,None,2617.43,6M,"Street 339, Phnom Penh",11.598647950979524,104.89985492455625,Need follow-up,1:00 AM,20250615_214300.jpeg,2025-05-31 01:23:51
Customer 153,0100152,Tourism/Hospitality,Aggressive or Pushy,Many times,ABA,8851.47,6M,"Street 46, Phnom Penh",11.520306514427793,104.94013688212155,Interested,7:00 AM,,2025-06-05 01:23:51
Customer 154,0100153,Repair Services,Uninterested,Never,Cambodia Post Bank,2442.99,12M,"Street 231, Phnom Penh",11.576158989342435,104.9227622297852,Repeat visit,9:00 AM,2025-06-23 01.02.19.jpg,2025-06-01 01:23:51
Customer 155,0100154,General Retail,Friendly and Open,Many times,Cambodia Post Bank,4824.58,18M,"Street 304, Phnom Penh",11.52335096927247,104.89761763117974,No answer,8:00 AM,,2025-05-27 01:23:51
Customer 156,0100155,Repair Services,Hard to Understand,Never,None,532.85,24M,"Street 96, Phnom Penh",11.582972597544902,104.88827623256097,Interested,4:00 AM,,2025-06-08 01:23:51
Customer 157,0100156,Repair Services,Aggressive or Pushy,Never,None,8219.56,6M,"Street 465, Phnom Penh",11.52575598176557,104.90207173738361,Repeat visit,6:00 AM,,2025-06-17 01:23:51
Customer 158,0100157,Agriculture/Farming,Uninterested,Never,ABA,4594.98,6M,"Street 253, Phnom Penh",11.543760480083556,104.85774820461457,Repeat visit,10:00 AM,,2025-06-16 01:23:51
Customer 159,0100158,Street Food Stall,Aggressive or Pushy,Once,ACLEDA,4584.47,12M,"Street 147, Phnom Penh",11.569506526233358,104.86834499628712,No answer,4:00 AM,2025-06-23 01.02.07.jpg,2025-05-27 01:23:51
Customer 160,0100159,Repair Services,Uninterested,Never,ACLEDA,1866.27,24M,"Street 287, Phnom Penh",11.585195507424116,104.90966259051788,Need follow-up,12:00 AM,,2025-06-21 01:23:51
Customer 161,0100160,Agriculture/Farming,Aggressive or Pushy,Once,Wing,9815.81,6M,"Street 443, Phnom Penh",11.569194972045672,104.91850082887775,No answer,1:00 AM,,2025-06-21 01:23:51
Customer 162,0100161,General Retail,Skeptical or Distrustful,Many times,Cambodia Post Bank,1115.61,24M,"Street 54, Phnom Penh",11.533954304780506,104.93554310109128,Repeat visit,1:00 AM,,2025-05-28 01:23:51
Customer 163,0100162,General Retail,Busy or in a Hurry,Once,Cambodia Post Bank,3839.48,6M,"Street 383, Phnom Penh",11.562903138268602,104.92255255757901,Repeat visit,3:00 AM,2025-06-23 01.02.34.jpg,2025-06-12 01:23:51
Customer 164,0100163,Beauty Salon,Quiet and Reserved,Once,Wing,7577.47,18M,"Street 137, Phnom Penh",11.523965835932614,104.86882108095354,No answer,6:00 AM,,2025-06-11 01:23:51
Customer 165,0100164,Agriculture/Farming,Busy or in a Hurry,Once,ABA,1774.92,24M,"Street 267, Phnom Penh",11.5988001971312,104.89658628478033,Repeat visit,9:00 AM,,2025-06-18 01:23:51
Customer 166,0100165,Restaurant/Café,Talkative and Engaging,Never,None,3125.56,18M,"Street 358, Phnom Penh",11.534783793108364,104.94931986501226,Need follow-up,10:00 AM,2025-06-23 01.03.23.jpg,2025-05-27 01:23:51
Customer 167,0100166,Beauty Salon,Friendly and Open,Once,None,1673.22,12M,"Street 290, Phnom Penh",11.592506503838303,104.9203706665029,No answer,6:00 AM,,2025-06-01 01:23:51
Customer 168,0100167,Tourism/Hospitality,Friendly and Open,Once,Wing,8220.67,12M,"Street 353, Phnom Penh",11.59152719217996,104.91307237990219,Need follow-up,6:00 AM,2025-06-23 01.02.46.jpg,2025-06-16 01:23:51
Customer 169,0100168,General Retail,Quiet and Reserved,Once,ACLEDA,7600.57,6M,"Street 44, Phnom Penh",11.527296933949737,104.92473395677862,Repeat visit,2:00 AM,,2025-06-02 01:23:51
Customer 170,0100169,Repair Services,Friendly and Open,Once,None,3025.37,12M,"Street 133, Phnom Penh",11.538579697571816,104.87795477439502,No answer,4:00 AM,2025-06-23 01.03.53.jpg,2025-06-10 01:23:51
Customer 171,0100170,Agriculture/Farming,Skeptical or Distrustful,Never,ACLEDA,7270.91,24M,"Street 253, Phnom Penh",11.56696166140125,104.86066928356091,Interested,8:00 AM,,2025-05-24 01:23:51
Customer 172,0100171,Agriculture/Farming,Busy or in a Hurry,Many times,None,1577.23,12M,"Street 275, Phnom Penh",11.577978792148437,104.87820011609527,Need follow-up,5:00 AM,,2025-05-29 01:23:51
Customer 173,0100172,Agriculture/Farming,Talkative and Engaging,Many times,ABA,4650.85,18M,"Street 237, Phnom Penh",11.574834767169923,104.85285792887004,No answer,12:00 AM,,2025-05-28 01:23:51
Customer 174,0100173,Electronics & Appliances,Interested but Cautious,Once,ACLEDA,8571.93,12M,"Street 148, Phnom Penh",11.522664843731883,104.8733619250383,Need follow-up,1:00 AM,,2025-06-10 01:23:51
Customer 175,0100174,Restaurant/Café,Aggressive or Pushy,Many times,Cambodia Post Bank,9322.82,18M,"Street 135, Phnom Penh",11.54460793320742,104.93044041293915,Repeat visit,2:00 AM,2025-06-23 01.03.10.jpg,2025-05-28 01:23:51
Customer 176,0100175,Fashion & Clothing,Quiet and Reserved,Many times,ACLEDA,7210.43,18M,"Street 93, Phnom Penh",11.567247440977752,104.86787541214872,Need follow-up,3:00 AM,,2025-06-08 01:23:51
Customer 177,0100176,Electronics & Appliances,Skeptical or Distrustful,Many times,None,3749.34,24M,"Street 129, Phnom Penh",11.570499023444437,104.88255565359654,Need follow-up,9:00 AM,,2025-06-11 01:23:51
Customer 178,0100177,Agriculture/Farming,Aggressive or Pushy,Many times,Wing,8576.57,12M,"Street 315, Phnom Penh",11.594378177321097,104.94080782344608,Interested,11:00 AM,,2025-06-06 01:23:51
Customer 179,0100178,Restaurant/Café,Very Welcoming,Once,Cambodia Post Bank,9550.73,18M,"Street 51, Phnom Penh",11.56604253943121,104.89800974859386,Repeat visit,4:00 AM,,2025-06-03 01:23:51
Customer 180,0100179,Electronics & Appliances,Quiet and Reserved,Once,Wing,8156.19,24M,"Street 65, Phnom Penh",11.595235180260644,104.89982078221922,No answer,3:00 AM,2025-06-23 01.01.50.jpg,2025-06-05 01:23:51
Customer 181,0100180,Agriculture/Farming,Aggressive or Pushy,Once,ACLEDA,8153.72,6M,"Street 95, Phnom Penh",11.521176043177883,104.9066517267133,Repeat visit,7:00 AM,,2025-06-01 01:23:51
Customer 182,0100181,Restaurant/Café,Busy or in a Hurry,Never,Cambodia Post Bank,7371.31,24M,"Street 460, Phnom Penh",11.594587840884337,104.92937767536057,Repeat visit,5:00 AM,,2025-05-25 01:23:51
Customer 183,0100182,Electronics & Appliances,Interested but Cautious,Once,None,9819.34,18M,"Street 246, Phnom Penh",11.55387363818544,104.9287615399617,Interested,10:00 AM,,2025-06-01 01:23:51
Customer 184,0100183,Street Food Stall,Quiet and Reserved,Never,None,5117.42,12M,"Street 122, Phnom Penh",11.530538051225331,104.85445758829324,Interested,7:00 AM,,2025-06-17 01:23:51
Customer 185,0100184,Street Food Stall,Skeptical or Distrustful,Never,None,2012.11,12M,"Street 297, Phnom Penh",11.578838622514972,104.92751979071609,Interested,1:00 AM,,2025-05-25 01:23:51
Customer 186,0100185,General Retail,Interested but Cautious,Many times,None,6830.78,18M,"Street 246, Phnom Penh",11.526012229039809,104.93919244361285,No answer,8:00 AM,,2025-06-09 01:23:51
Customer 187,0100186,Repair Services,Busy or in a Hurry,Once,Wing,7367.11,18M,"Street 176, Phnom Penh",11.522278167242863,104.93393773519446,Need follow-up,1:00 AM,2025-06-23 01.02.27.jpg,2025-06-20 01:23:51
Customer 188,0100187,Restaurant/Café,Hard to Understand,Once,None,3837.79,24M,"Street 126, Phnom Penh",11.579969888792604,104.93360033571763,No answer,8:00 AM,,2025-06-12 01:23:51
Customer 189,0100188,Electronics & Appliances,Skeptical or Distrustful,Never,Wing,2622.1,24M,"Street 45, Phnom Penh",11.530461965921603,104.91781584832817,Need follow-up,1:00 AM,,2025-06-12 01:23:51
Customer 190,0100189,General Retail,Skeptical or Distrustful,Once,None,8815.32,18M,"Street 349, Phnom Penh",11.574702326464694,104.85096223376365,Interested,6:00 AM,,2025-06-16 01:23:51
Customer 191,0100190,Restaurant/Café,Very Welcoming,Never,Wing,6551.47,24M,"Street 174, Phnom Penh",11.581106566435,104.93595859775662,Need follow-up,11:00 AM,,2025-06-23 01:23:51
Customer 192,0100191,Repair Services,Friendly and Open,Many times,ABA,6136.51,12M,"Street 237, Phnom Penh",11.589475262005008,104.89543090330633,Repeat visit,4:00 AM,,2025-05-24 01:23:51
Customer 193,0100192,Fashion & Clothing,Friendly and Open,Many times,Cambodia Post Bank,1265.98,18M,"Street 446, Phnom Penh",11.539217197290425,104.89977684567809,Need follow-up,9:00 AM,,2025-06-18 01:23:51
Customer 194,0100193,Beauty Salon,Uninterested,Never,Wing,7593.82,12M,"Street 52, Phnom Penh",11.574106426956476,104.94801141508756,Repeat visit,7:00 AM,,2025-05-31 01:23:51
Customer 195,0100194,General Retail,Quiet and Reserved,Once,ACLEDA,5107.89,12M,"Street 391, Phnom Penh",11.55273464496626,104.88497231365606,No answer,12:00 AM,,2025-06-18 01:23:51
Customer 196,0100195,Beauty Salon,Quiet and Reserved,Never,ACLEDA,2954.29,12M,"Street 441, Phnom Penh",11.561742034178915,104.94308273207929,No answer,12:00 AM,,2025-06-20 01:23:51
Customer 197,0100196,Agriculture/Farming,Skeptical or Distrustful,Once,Cambodia Post Bank,7457.89,18M,"Street 32, Phnom Penh",11.544120123344525,104.90650422975004,Interested,3:00 AM,,2025-06-23 01:23:51
Customer 198,0100197,Agriculture/Farming,Quiet and Reserved,Many times,ACLEDA,1816.29,6M,"Street 81, Phnom Penh",11.533750955405486,104.89011791029662,Interested,3:00 AM,,2025-06-23 01:23:51
Customer 199,0100198,Restaurant/Café,Aggressive or Pushy,Many times,Cambodia Post Bank,1142.85,12M,"Street 238, Phnom Penh",11.565255260210076,104.94281796027254,Interested,12:00 AM,,2025-06-20 01:23:51
Customer 200,0100199,Repair Services,Friendly and Open,Never,Wing,8831.89,6M,"Street 311, Phnom Penh",11.566331346680254,104.9270414720887,Need follow-up,12:00 AM,,2025-06-02 01:23:51
Customer 201,0100200,Tourism/Hospitality,Busy or in a Hurry,Never,None,5695.24,18M,"Street 17, Phnom Penh",11.572596016031113,104.86543532119202,No answer,5:00 AM,2025-06-23 01.01.50.jpg,2025-06-12 01:23:51
Customer 202,0100201,General Retail,Hard to Understand,Many times,ABA,3003.51,12M,"Street 349, Phnom Penh",11.534478195577364,104.92898588494386,Interested,4:00 AM,,2025-06-02 01:23:51
Customer 203,0100202,General Retail,Very Welcoming,Once,Cambodia Post Bank,3965.8,12M,"Street 194, Phnom Penh",11.565527744201523,104.93234324788551,Interested,7:00 AM,,2025-05-26 01:23:51
Customer 204,0100203,Beauty Salon,Hard to Understand,Never,ACLEDA,748.38,18M,"Street 2, Phnom Penh",11.575041030051786,104.92043481989909,No answer,7:00 AM,,2025-06-22 01:23:51
Customer 205,0100204,Beauty Salon,Talkative and Engaging,Once,None,5570.23,18M,"Street 414, Phnom Penh",11.56623299507106,104.86249064631929,No answer,4:00 AM,,2025-06-20 01:23:51
Customer 206,0100205,Fashion & Clothing,Busy or in a Hurry,Once,ABA,9986.91,24M,"Street 221, Phnom Penh",11.594369476904026,104.89073989077181,No answer,11:00 AM,,2025-05-26 01:23:51
Customer 207,0100206,Electronics & Appliances,Friendly and Open,Many times,Cambodia Post Bank,9603.82,6M,"Street 304, Phnom Penh",11.582553946739553,104.86913817999277,Repeat visit,7:00 AM,2025-06-23 01.02.34.jpg,2025-05-24 01:23:51
Customer 208,0100207,Electronics & Appliances,Skeptical or Distrustful,Once,Cambodia Post Bank,825.51,6M,"Street 401, Phnom Penh",11.585818512169876,104.8960097822396,Repeat visit,2:00 AM,,2025-06-01 01:23:51
Customer 209,0100208,Electronics & Appliances,Very Welcoming,Many times,ACLEDA,1544.81,24M,"Street 168, Phnom Penh",11.525111939566626,104.90065937255986,No answer,1:00 AM,2025-06-23 01.02.39.jpg,2025-05-25 01:23:51
Customer 210,0100209,Beauty Salon,Skeptical or Distrustful,Once,Wing,9476.28,6M,"Street 374, Phnom Penh",11.55852260387873,104.94133364224582,Need follow-up,1:00 AM,,2025-06-06 01:23:51
Customer 211,0100210,Electronics & Appliances,Aggressive or Pushy,Once,Cambodia Post Bank,6448.84,6M,"Street 250, Phnom Penh",11.534385188461055,104.86399255117966,No answer,7:00 AM,,2025-06-22 01:23:51
Customer 212,0100211,Fashion & Clothing,Busy or in a Hurry,Once,ABA,3161.3,24M,"Street 489, Phnom Penh",11.571829760886285,104.94774136842358,Need follow-up,4:00 AM,,2025-06-20 01:23:51
Customer 213,0100212,Street Food Stall,Uninterested,Once,None,8075.43,12M,"Street 454, Phnom Penh",11.541367371338797,104.92920582739194,Need follow-up,2:00 AM,,2025-06-20 01:23:52
Customer 214,0100213,Electronics & Appliances,Very Welcoming,Many times,None,4097.51,18M,"Street 137, Phnom Penh",11.57934208660789,104.89971142196214,Repeat visit,8:00 AM,,2025-06-20 01:23:52
Customer 215,0100214,Repair Services,Aggressive or Pushy,Once,Wing,8000.35,24M,"Street 350, Phnom Penh",11.584085626399824,104.92841103560927,Need follow-up,11:00 AM,,2025-06-16 01:23:52
Customer 216,0100215,Repair Services,Very Welcoming,Once,Wing,4468.76,24M,"Street 59, Phnom Penh",11.556614854641069,104.92811165595995,Need follow-up,10:00 AM,2025-06-23 01.05.23.jpg,2025-06-14 01:23:52
Customer 217,0100216,Beauty Salon,Busy or in a Hurry,Never,ABA,2701.72,12M,"Street 342, Phnom Penh",11.570393693227746,104.8570747705542,Need follow-up,10:00 AM,,2025-06-17 01:23:52
Customer 218,0100217,Tourism/Hospitality,Busy or in a Hurry,Never,Cambodia Post Bank,6479.87,24M,"Street 128, Phnom Penh",11.564673280757173,104.88843732172491,Repeat visit,8:00 AM,,2025-05-29 01:23:52
Customer 219,0100218,Fashion & Clothing,Skeptical or Distrustful,Many times,ABA,7740.16,6M,"Street 356, Phnom Penh",11.52701378123367,104.91176735910388,No answer,8:00 AM,2025-06-23 01.02.34.jpg,2025-05-30 01:23:52
Customer 220,0100219,Agriculture/Farming,Busy or in a Hurry,Once,Wing,2618.5,12M,"Street 350, Phnom Penh",11.533435754920747,104.92117529953642,Interested,2:00 AM,,2025-06-08 01:23:52
Customer 221,0100220,General Retail,Hard to Understand,Many times,None,1407.16,18M,"Street 109, Phnom Penh",11.552049836016856,104.85536875861025,Repeat visit,3:00 AM,,2025-05-29 01:23:52
Customer 222,0100221,Restaurant/Café,Busy or in a Hurry,Never,None,1554.85,24M,"Street 113, Phnom Penh",11.5376043621914,104.91244336396193,Repeat visit,10:00 AM,,2025-05-27 01:23:52
Customer 223,0100222,Beauty Salon,Talkative and Engaging,Never,Cambodia Post Bank,2452.34,6M,"Street 304, Phnom Penh",11.539090467423229,104.85242047001681,Interested,5:00 AM,,2025-06-12 01:23:52
Customer 224,0100223,Agriculture/Farming,Quiet and Reserved,Never,Wing,3379.72,12M,"Street 496, Phnom Penh",11.597365789307382,104.92754252231674,Need follow-up,1:00 AM,,2025-06-12 01:23:52
Customer 225,0100224,Electronics & Appliances,Interested but Cautious,Never,ABA,6185.06,6M,"Street 490, Phnom Penh",11.530303742636546,104.87003546103442,No answer,9:00 AM,,2025-06-19 01:23:52
Customer 226,0100225,Restaurant/Café,Hard to Understand,Once,ACLEDA,8871.05,12M,"Street 481, Phnom Penh",11.525638519284948,104.87067724294688,No answer,6:00 AM,,2025-06-20 01:23:52
Customer 227,0100226,General Retail,Skeptical or Distrustful,Many times,Cambodia Post Bank,4150.88,24M,"Street 337, Phnom Penh",11.53038243255903,104.92153018446206,Need follow-up,1:00 AM,,2025-06-08 01:23:52
Customer 228,0100227,Tourism/Hospitality,Aggressive or Pushy,Never,None,883.49,6M,"Street 278, Phnom Penh",11.56118902245099,104.94409517154786,No answer,8:00 AM,,2025-06-06 01:23:52
Customer 229,0100228,Electronics & Appliances,Interested but Cautious,Once,Wing,5732.37,12M,"Street 220, Phnom Penh",11.591758418385133,104.90357729876229,Repeat visit,10:00 AM,,2025-06-17 01:23:52
Customer 230,0100229,Repair Services,Aggressive or Pushy,Never,None,1435.95,6M,"Street 497, Phnom Penh",11.571270899183224,104.9434901164703,No answer,4:00 AM,,2025-06-17 01:23:52
Customer 231,0100230,Electronics & Appliances,Busy or in a Hurry,Once,ABA,4944.98,6M,"Street 312, Phnom Penh",11.527469926182103,104.88807440266925,Need follow-up,4:00 AM,,2025-06-18 01:23:52
